country,IN,Required,Male,156231
country,IN,Available,Male,59880
country,IN,Required,Female,156231
country,IN,Available,Female,198356
district,532,Required,Male,0
district,532,Available,Male,0
district,532,Required,Female,0
district,532,Available,Female,0
district,146,Required,Male,0
district,146,Available,Male,0
district,146,Required,Female,0
district,146,Available,Female,0
district,474,Required,Male,0
district,474,Available,Male,0
district,474,Required,Female,0
district,474,Available,Female,0
district,522,Required,Male,0
district,522,Available,Male,0
district,522,Required,Female,0
district,522,Available,Female,0
district,283,Required,Male,0
district,283,Available,Male,0
district,283,Required,Female,0
district,283,Available,Female,0
district,119,Required,Male,0
district,119,Available,Male,0
district,119,Required,Female,0
district,119,Available,Female,0
district,501,Required,Male,0
district,501,Available,Male,0
district,501,Required,Female,0
district,501,Available,Female,0
district,598,Required,Male,0
district,598,Available,Male,0
district,598,Required,Female,0
district,598,Available,Female,0
district,143,Required,Male,0
district,143,Available,Male,0
district,143,Required,Female,0
district,143,Available,Female,0
district,465,Required,Male,0
district,465,Available,Male,0
district,465,Required,Female,0
district,465,Available,Female,0
district,175,Required,Male,0
district,175,Available,Male,0
district,175,Required,Female,0
district,175,Available,Female,0
district,64,Required,Male,0
district,64,Available,Male,0
district,64,Required,Female,0
district,64,Available,Female,0
district,104,Required,Male,0
district,104,Available,Male,0
district,104,Required,Female,0
district,104,Available,Female,0
district,70,Required,Male,0
district,70,Available,Male,0
district,70,Required,Female,0
district,70,Available,Female,0
district,178,Required,Male,0
district,178,Available,Male,0
district,178,Required,Female,0
district,178,Available,Female,0
district,503,Required,Male,0
district,503,Available,Male,0
district,503,Required,Female,0
district,503,Available,Female,0
district,480,Required,Male,0
district,480,Available,Male,0
district,480,Required,Female,0
district,480,Available,Female,0
district,49,Required,Male,0
district,49,Available,Male,0
district,49,Required,Female,0
district,49,Available,Female,0
district,482,Required,Male,0
district,482,Available,Male,0
district,482,Required,Female,0
district,482,Available,Female,0
district,553,Required,Male,0
district,553,Available,Male,0
district,553,Required,Female,0
district,553,Available,Female,0
district,14,Required,Male,0
district,14,Available,Male,0
district,14,Required,Female,0
district,14,Available,Female,0
district,260,Required,Male,0
district,260,Available,Male,0
district,260,Required,Female,0
district,260,Available,Female,0
district,384,Required,Male,0
district,384,Available,Male,0
district,384,Required,Female,0
district,384,Available,Female,0
district,461,Required,Male,0
district,461,Available,Male,0
district,461,Required,Female,0
district,461,Available,Female,0
district,209,Required,Male,0
district,209,Available,Male,0
district,209,Required,Female,0
district,209,Available,Female,0
district,616,Required,Male,0
district,616,Available,Male,0
district,616,Required,Female,0
district,616,Available,Female,0
district,240,Required,Male,0
district,240,Available,Male,0
district,240,Required,Female,0
district,240,Available,Female,0
district,459,Required,Male,0
district,459,Available,Male,0
district,459,Required,Female,0
district,459,Available,Female,0
district,162,Required,Male,0
district,162,Available,Male,0
district,162,Required,Female,0
district,162,Available,Female,0
district,235,Required,Male,0
district,515,Required,Male,0
district,235,Available,Male,0
district,515,Available,Male,0
district,235,Required,Female,0
district,515,Required,Female,0
district,235,Available,Female,0
district,515,Available,Female,0
district,191,Required,Male,0
district,191,Available,Male,0
district,191,Required,Female,0
district,191,Available,Female,0
district,2,Required,Male,0
district,2,Available,Male,0
district,2,Required,Female,0
district,2,Available,Female,0
district,556,Required,Male,0
district,556,Available,Male,0
district,556,Required,Female,0
district,556,Available,Female,0
district,63,Required,Male,0
district,63,Available,Male,0
district,63,Required,Female,0
district,63,Available,Female,0
district,139,Required,Male,0
district,139,Available,Male,0
district,139,Required,Female,0
district,139,Available,Female,0
district,180,Required,Male,0
district,180,Available,Male,0
district,180,Required,Female,0
district,180,Available,Female,0
district,324,Required,Male,0
district,324,Available,Male,0
district,324,Required,Female,0
district,324,Available,Female,0
district,457,Required,Male,0
district,457,Available,Male,0
district,457,Required,Female,0
district,457,Available,Female,0
district,393,Required,Male,0
district,393,Available,Male,0
district,393,Required,Female,0
district,393,Available,Female,0
district,377,Required,Male,0
district,377,Available,Male,0
district,377,Required,Female,0
district,377,Available,Female,0
district,193,Required,Male,0
district,193,Available,Male,0
district,193,Required,Female,0
district,193,Available,Female,0
district,182,Required,Male,0
district,182,Available,Male,0
district,182,Required,Female,0
district,182,Available,Female,0
district,469,Required,Male,0
district,469,Available,Male,0
district,469,Required,Female,0
district,469,Available,Female,0
district,170,Required,Male,0
district,170,Available,Male,0
district,170,Required,Female,0
district,170,Available,Female,0
district,9,Required,Male,0
district,9,Available,Male,0
district,9,Required,Female,0
district,9,Available,Female,0
district,572,Required,Male,0
district,572,Available,Male,0
district,572,Required,Female,0
district,572,Available,Female,0
district,583,Required,Male,0
district,583,Available,Male,0
district,583,Required,Female,0
district,583,Available,Female,0
district,225,Required,Male,0
district,225,Available,Male,0
district,225,Required,Female,0
district,225,Available,Female,0
district,339,Required,Male,0
district,339,Available,Male,0
district,339,Required,Female,0
district,339,Available,Female,0
district,125,Required,Male,0
district,125,Available,Male,0
district,125,Required,Female,0
district,125,Available,Female,0
district,176,Required,Male,0
district,176,Available,Male,0
district,176,Required,Female,0
district,176,Available,Female,0
district,8,Required,Male,0
district,8,Available,Male,0
district,8,Required,Female,0
district,8,Available,Female,0
district,128,Required,Male,0
district,128,Available,Male,0
district,128,Required,Female,0
district,128,Available,Female,0
district,335,Required,Male,0
district,335,Available,Male,0
district,335,Required,Female,0
district,335,Available,Female,0
district,150,Required,Male,0
district,150,Available,Male,0
district,150,Required,Female,0
district,150,Available,Female,0
district,370,Required,Male,0
district,370,Available,Male,0
district,370,Required,Female,0
district,370,Available,Female,0
district,115,Required,Male,0
district,115,Available,Male,0
district,115,Required,Female,0
district,115,Available,Female,0
district,54,Required,Male,0
district,54,Available,Male,0
district,54,Required,Female,0
district,54,Available,Female,0
district,303,Required,Male,0
district,303,Available,Male,0
district,303,Required,Female,0
district,303,Available,Female,0
district,441,Required,Male,0
district,441,Available,Male,0
district,441,Required,Female,0
district,441,Available,Female,0
district,414,Required,Male,0
district,414,Available,Male,0
district,414,Required,Female,0
district,414,Available,Female,0
district,185,Required,Male,0
district,185,Available,Male,0
district,185,Required,Female,0
district,185,Available,Female,0
district,46,Required,Male,0
district,46,Available,Male,0
district,46,Required,Female,0
district,46,Available,Female,0
district,391,Required,Male,0
district,391,Available,Male,0
district,391,Required,Female,0
district,391,Available,Female,0
district,222,Required,Male,0
district,222,Available,Male,0
district,222,Required,Female,0
district,222,Available,Female,0
district,555,Required,Male,0
district,555,Available,Male,0
district,555,Required,Female,0
district,555,Available,Female,0
district,565,Required,Male,0
district,565,Available,Male,0
district,565,Required,Female,0
district,565,Available,Female,0
district,447,Required,Male,0
district,447,Available,Male,0
district,447,Required,Female,0
district,447,Available,Female,0
district,378,Required,Male,0
district,378,Available,Male,0
district,378,Required,Female,0
district,378,Available,Female,0
district,224,Required,Male,0
district,224,Available,Male,0
district,224,Required,Female,0
district,224,Available,Female,0
district,506,Required,Male,0
district,506,Available,Male,0
district,506,Required,Female,0
district,506,Available,Female,0
district,105,Required,Male,0
district,105,Available,Male,0
district,105,Required,Female,0
district,105,Available,Female,0
district,488,Required,Male,0
district,488,Available,Male,0
district,488,Required,Female,0
district,488,Available,Female,0
district,481,Required,Male,0
district,481,Available,Male,0
district,481,Required,Female,0
district,481,Available,Female,0
district,122,Required,Male,0
district,122,Available,Male,0
district,122,Required,Female,0
district,122,Available,Female,0
district,420,Required,Male,0
district,420,Available,Male,0
district,420,Required,Female,0
district,420,Available,Female,0
district,81,Required,Male,0
district,81,Available,Male,0
district,81,Required,Female,0
district,81,Available,Female,0
district,231,Required,Male,0
district,231,Available,Male,0
district,231,Required,Female,0
district,231,Available,Female,0
district,444,Required,Male,0
district,444,Available,Male,0
district,444,Required,Female,0
district,444,Available,Female,0
district,523,Required,Male,0
district,523,Available,Male,0
district,523,Required,Female,0
district,523,Available,Female,0
district,558,Required,Male,0
district,558,Available,Male,0
district,558,Required,Female,0
district,558,Available,Female,0
district,417,Required,Male,0
district,557,Required,Male,0
district,417,Available,Male,0
district,557,Available,Male,0
district,417,Required,Female,0
district,557,Required,Female,0
district,417,Available,Female,0
district,557,Available,Female,0
district,134,Required,Male,0
district,134,Available,Male,0
district,134,Required,Female,0
district,134,Available,Female,0
district,101,Required,Male,0
district,101,Available,Male,0
district,101,Required,Female,0
district,101,Available,Female,0
district,30,Required,Male,0
district,406,Required,Male,0
district,30,Available,Male,0
district,406,Available,Male,0
district,30,Required,Female,0
district,406,Required,Female,0
district,30,Available,Female,0
district,406,Available,Female,0
district,334,Required,Male,0
district,334,Available,Male,0
district,334,Required,Female,0
district,334,Available,Female,0
district,275,Required,Male,0
district,275,Available,Male,0
district,275,Required,Female,0
district,275,Available,Female,0
district,355,Required,Male,0
district,355,Available,Male,0
district,355,Required,Female,0
district,355,Available,Female,0
district,319,Required,Male,0
district,319,Available,Male,0
district,319,Required,Female,0
district,319,Available,Female,0
district,149,Required,Male,0
district,149,Available,Male,0
district,149,Required,Female,0
district,149,Available,Female,0
district,142,Required,Male,0
district,142,Available,Male,0
district,142,Required,Female,0
district,142,Available,Female,0
district,500,Required,Male,0
district,500,Available,Male,0
district,500,Required,Female,0
district,500,Available,Female,0
district,121,Required,Male,0
district,121,Available,Male,0
district,121,Required,Female,0
district,121,Available,Female,0
district,467,Required,Male,0
district,467,Available,Male,0
district,467,Required,Female,0
district,467,Available,Female,0
district,232,Required,Male,0
district,232,Available,Male,0
district,232,Required,Female,0
district,232,Available,Female,0
district,316,Required,Male,0
district,316,Available,Male,0
district,316,Required,Female,0
district,316,Available,Female,0
district,95,Required,Male,0
district,95,Available,Male,0
district,95,Required,Female,0
district,95,Available,Female,0
district,578,Required,Male,0
district,578,Available,Male,0
district,578,Required,Female,0
district,578,Available,Female,0
district,23,Required,Male,0
district,23,Available,Male,0
district,23,Required,Female,0
district,23,Available,Female,0
district,57,Required,Male,0
district,57,Available,Male,0
district,57,Required,Female,0
district,57,Available,Female,0
district,65,Required,Male,0
district,65,Available,Male,0
district,65,Required,Female,0
district,65,Available,Female,0
district,284,Required,Male,0
district,284,Available,Male,0
district,284,Required,Female,0
district,284,Available,Female,0
district,196,Required,Male,0
district,196,Available,Male,0
district,196,Required,Female,0
district,196,Available,Female,0
district,280,Required,Male,0
district,280,Available,Male,0
district,280,Required,Female,0
district,280,Available,Female,0
district,55,Required,Male,0
district,55,Available,Male,0
district,55,Required,Female,0
district,55,Available,Female,0
district,509,Required,Male,0
district,509,Available,Male,0
district,509,Required,Female,0
district,509,Available,Female,0
district,253,Required,Male,0
district,253,Available,Male,0
district,253,Required,Female,0
district,253,Available,Female,0
district,347,Required,Male,0
district,347,Available,Male,0
district,347,Required,Female,0
district,347,Available,Female,0
district,603,Required,Male,0
district,603,Available,Male,0
district,603,Required,Female,0
district,603,Available,Female,0
district,425,Required,Male,0
district,425,Available,Male,0
district,425,Required,Female,0
district,425,Available,Female,0
district,455,Required,Male,0
district,455,Available,Male,0
district,455,Required,Female,0
district,455,Available,Female,0
district,582,Required,Male,0
district,582,Available,Male,0
district,582,Required,Female,0
district,582,Available,Female,0
district,570,Required,Male,0
district,570,Available,Male,0
district,570,Required,Female,0
district,570,Available,Female,0
district,320,Required,Male,0
district,320,Available,Male,0
district,320,Required,Female,0
district,320,Available,Female,0
district,566,Required,Male,0
district,566,Available,Male,0
district,566,Required,Female,0
district,566,Available,Female,0
district,171,Required,Male,0
district,171,Available,Male,0
district,171,Required,Female,0
district,171,Available,Female,0
district,126,Required,Male,0
district,126,Available,Male,0
district,126,Required,Female,0
district,126,Available,Female,0
district,554,Required,Male,0
district,554,Available,Male,0
district,554,Required,Female,0
district,554,Available,Female,0
district,274,Required,Male,0
district,274,Available,Male,0
district,274,Required,Female,0
district,274,Available,Female,0
district,102,Required,Male,0
district,102,Available,Male,0
district,102,Required,Female,0
district,102,Available,Female,0
district,632,Required,Male,0
district,632,Available,Male,0
district,632,Required,Female,0
district,632,Available,Female,0
district,617,Required,Male,0
district,617,Available,Male,0
district,617,Required,Female,0
district,617,Available,Female,0
district,381,Required,Male,0
district,381,Available,Male,0
district,381,Required,Female,0
district,381,Available,Female,0
district,496,Required,Male,0
district,496,Available,Male,0
district,496,Required,Female,0
district,496,Available,Female,0
district,416,Required,Male,0
district,416,Available,Male,0
district,416,Required,Female,0
district,416,Available,Female,0
district,331,Required,Male,0
district,331,Available,Male,0
district,331,Required,Female,0
district,331,Available,Female,0
district,575,Required,Male,0
district,575,Available,Male,0
district,575,Required,Female,0
district,575,Available,Female,0
district,495,Required,Male,0
district,495,Available,Male,0
district,495,Required,Female,0
district,495,Available,Female,0
district,428,Required,Male,0
district,428,Available,Male,0
district,428,Required,Female,0
district,428,Available,Female,0
district,215,Required,Male,0
district,215,Available,Male,0
district,215,Required,Female,0
district,215,Available,Female,0
district,327,Required,Male,0
district,327,Available,Male,0
district,327,Required,Female,0
district,327,Available,Female,0
district,325,Required,Male,0
district,325,Available,Male,0
district,325,Required,Female,0
district,325,Available,Female,0
district,422,Required,Male,0
district,422,Available,Male,0
district,422,Required,Female,0
district,422,Available,Female,0
district,109,Required,Male,0
district,109,Available,Male,0
district,109,Required,Female,0
district,109,Available,Female,0
district,567,Required,Male,0
district,567,Available,Male,0
district,567,Required,Female,0
district,567,Available,Female,0
district,373,Required,Male,0
district,373,Available,Male,0
district,373,Required,Female,0
district,373,Available,Female,0
district,60,Required,Male,0
district,60,Available,Male,0
district,60,Required,Female,0
district,60,Available,Female,0
district,350,Required,Male,0
district,350,Available,Male,0
district,350,Required,Female,0
district,350,Available,Female,0
district,190,Required,Male,0
district,190,Available,Male,0
district,190,Required,Female,0
district,190,Available,Female,0
district,437,Required,Male,0
district,437,Available,Male,0
district,437,Required,Female,0
district,437,Available,Female,0
district,291,Required,Male,0
district,291,Available,Male,0
district,291,Required,Female,0
district,291,Available,Female,0
district,412,Required,Male,0
district,412,Available,Male,0
district,412,Required,Female,0
district,412,Available,Female,0
district,354,Required,Male,0
district,354,Available,Male,0
district,354,Required,Female,0
district,354,Available,Female,0
district,438,Required,Male,0
district,438,Available,Male,0
district,438,Required,Female,0
district,438,Available,Female,0
district,630,Required,Male,0
district,630,Available,Male,0
district,630,Required,Female,0
district,630,Available,Female,0
district,562,Required,Male,0
district,562,Available,Male,0
district,562,Required,Female,0
district,562,Available,Female,0
district,106,Required,Male,0
district,106,Available,Male,0
district,106,Required,Female,0
