country,IN,MALE,42924
country,IN,FEMALE,115823
district,532,MALE,0
district,532,FEMALE,0
district,146,MALE,0
district,146,FEMALE,0
district,474,MALE,0
district,474,FEMALE,0
district,522,MALE,0
district,522,FEMALE,0
district,283,MALE,0
district,283,FEMALE,0
district,119,MALE,0
district,119,FEMALE,0
district,501,MALE,0
district,501,FEMALE,0
district,598,MALE,0
district,598,FEMALE,0
district,143,MALE,0
district,143,FEMALE,0
district,465,MALE,0
district,465,FEMALE,0
district,175,MALE,0
district,175,FEMALE,0
district,64,MALE,0
district,64,FEMALE,0
district,104,MALE,0
district,104,FEMALE,0
district,70,MALE,0
district,70,FEMALE,0
district,178,MALE,0
district,178,FEMALE,0
district,503,MALE,0
district,503,FEMALE,0
district,480,MALE,0
district,480,FEMALE,0
district,49,MALE,0
district,49,FEMALE,0
district,482,MALE,0
district,482,FEMALE,0
district,553,MALE,0
district,553,FEMALE,0
district,14,MALE,0
district,14,FEMALE,0
district,260,MALE,0
district,260,FEMALE,0
district,384,MALE,0
district,384,FEMALE,0
district,461,MALE,0
district,461,FEMALE,0
district,209,MALE,0
district,209,FEMALE,0
district,616,MALE,0
district,616,FEMALE,0
district,240,MALE,0
district,240,FEMALE,0
district,459,MALE,0
district,459,FEMALE,0
district,162,MALE,0
district,162,FEMALE,0
district,235,MALE,0
district,515,MALE,0
district,235,FEMALE,0
district,515,FEMALE,0
district,191,MALE,0
district,191,FEMALE,0
district,2,MALE,0
district,2,FEMALE,0
district,556,MALE,0
district,556,FEMALE,0
district,63,MALE,0
district,63,FEMALE,0
district,139,MALE,0
district,139,FEMALE,0
district,180,MALE,0
district,180,FEMALE,0
district,324,MALE,0
district,324,FEMALE,0
district,457,MALE,0
district,457,FEMALE,0
district,393,MALE,0
district,393,FEMALE,0
district,377,MALE,0
district,377,FEMALE,0
district,193,MALE,0
district,193,FEMALE,0
district,182,MALE,0
district,182,FEMALE,0
district,469,MALE,0
district,469,FEMALE,0
district,170,MALE,0
district,170,FEMALE,0
district,9,MALE,0
district,9,FEMALE,0
district,572,MALE,0
district,572,FEMALE,0
district,583,MALE,0
district,583,FEMALE,0
district,225,MALE,0
district,225,FEMALE,0
district,339,MALE,0
district,339,FEMALE,0
district,125,MALE,0
district,125,FEMALE,0
district,176,MALE,0
district,176,FEMALE,0
district,8,MALE,0
district,8,FEMALE,0
district,128,MALE,0
district,128,FEMALE,0
district,335,MALE,0
district,335,FEMALE,0
district,150,MALE,0
district,150,FEMALE,0
district,370,MALE,0
district,370,FEMALE,0
district,115,MALE,0
district,115,FEMALE,0
district,54,MALE,0
district,54,FEMALE,0
district,303,MALE,0
district,303,FEMALE,0
district,441,MALE,0
district,441,FEMALE,0
district,414,MALE,0
district,414,FEMALE,0
district,185,MALE,0
district,185,FEMALE,0
district,46,MALE,0
district,46,FEMALE,0
district,391,MALE,0
district,391,FEMALE,0
district,222,MALE,0
district,222,FEMALE,0
district,555,MALE,0
district,555,FEMALE,0
district,565,MALE,0
district,565,FEMALE,0
district,447,MALE,0
district,447,FEMALE,0
district,378,MALE,0
district,378,FEMALE,0
district,224,MALE,0
district,224,FEMALE,0
district,506,MALE,0
district,506,FEMALE,0
district,105,MALE,0
district,105,FEMALE,0
district,488,MALE,0
district,488,FEMALE,0
district,481,MALE,0
district,481,FEMALE,0
district,122,MALE,0
district,122,FEMALE,0
district,420,MALE,0
district,420,FEMALE,0
district,81,MALE,0
district,81,FEMALE,0
district,231,MALE,0
district,231,FEMALE,0
district,444,MALE,0
district,444,FEMALE,0
district,523,MALE,0
district,523,FEMALE,0
district,558,MALE,0
district,558,FEMALE,0
district,417,MALE,0
district,557,MALE,0
district,417,FEMALE,0
district,557,FEMALE,0
district,134,MALE,0
district,134,FEMALE,0
district,101,MALE,0
district,101,FEMALE,0
district,30,MALE,0
district,406,MALE,0
district,30,FEMALE,0
district,406,FEMALE,0
district,334,MALE,0
district,334,FEMALE,0
district,275,MALE,0
district,275,FEMALE,0
district,355,MALE,0
district,355,FEMALE,0
district,319,MALE,0
district,319,FEMALE,0
district,149,MALE,0
district,149,FEMALE,0
district,142,MALE,0
district,142,FEMALE,0
district,500,MALE,0
district,500,FEMALE,0
district,121,MALE,0
district,121,FEMALE,0
district,467,MALE,0
district,467,FEMALE,0
district,232,MALE,0
district,232,FEMALE,0
district,316,MALE,0
district,316,FEMALE,0
district,95,MALE,0
district,95,FEMALE,0
district,578,MALE,0
district,578,FEMALE,0
district,23,MALE,0
district,23,FEMALE,0
district,57,MALE,0
district,57,FEMALE,0
district,65,MALE,0
district,65,FEMALE,0
district,284,MALE,0
district,284,FEMALE,0
district,196,MALE,0
district,196,FEMALE,0
district,280,MALE,0
district,280,FEMALE,0
district,55,MALE,0
district,55,FEMALE,0
district,509,MALE,0
district,509,FEMALE,0
district,253,MALE,0
district,253,FEMALE,0
district,347,MALE,0
district,347,FEMALE,0
district,603,MALE,0
district,603,FEMALE,0
district,425,MALE,0
district,425,FEMALE,0
district,455,MALE,0
district,455,FEMALE,0
district,582,MALE,0
district,582,FEMALE,0
district,570,MALE,0
district,570,FEMALE,0
district,320,MALE,0
district,320,FEMALE,0
district,566,MALE,0
district,566,FEMALE,0
district,171,MALE,0
district,171,FEMALE,0
district,126,MALE,0
district,126,FEMALE,0
district,554,MALE,0
district,554,FEMALE,0
district,274,MALE,0
district,274,FEMALE,0
district,102,MALE,0
district,102,FEMALE,0
district,632,MALE,0
district,632,FEMALE,0
district,617,MALE,0
district,617,FEMALE,0
district,381,MALE,0
district,381,FEMALE,0
district,496,MALE,0
district,496,FEMALE,0
district,416,MALE,0
district,416,FEMALE,0
district,331,MALE,0
district,331,FEMALE,0
district,575,MALE,0
district,575,FEMALE,0
district,495,MALE,0
district,495,FEMALE,0
district,428,MALE,0
district,428,FEMALE,0
district,215,MALE,0
district,215,FEMALE,0
district,327,MALE,0
district,327,FEMALE,0
district,325,MALE,0
district,325,FEMALE,0
district,422,MALE,0
district,422,FEMALE,0
district,109,MALE,0
district,109,FEMALE,0
district,567,MALE,0
district,567,FEMALE,0
district,373,MALE,0
district,373,FEMALE,0
district,60,MALE,0
district,60,FEMALE,0
district,350,MALE,0
district,350,FEMALE,0
district,190,MALE,0
district,190,FEMALE,0
district,437,MALE,0
district,437,FEMALE,0
district,291,MALE,0
district,291,FEMALE,0
district,412,MALE,0
district,412,FEMALE,0
district,354,MALE,0
district,354,FEMALE,0
district,438,MALE,0
district,438,FEMALE,0
district,630,MALE,0
district,630,FEMALE,0
district,562,MALE,0
district,562,FEMALE,0
district,106,MALE,0
district,106,FEMALE,0
district,308,MALE,0
